"","x"
"52790",2016-09-16 13:42:00
"52791",2016-09-16 13:47:02
"52792",2016-09-16 13:52:00
"52793",2016-09-16 13:52:01
"52794",2016-09-16 13:57:00
"52795",2016-09-16 13:57:01
"52796",2016-09-16 13:57:01
"52797",2016-09-16 13:57:01
"52798",2016-09-16 14:06:00
"52799",2016-09-16 14:07:00
"52800",2016-09-16 14:22:07
"52801",2016-09-16 14:41:08
"52802",2016-09-16 15:01:00
"52803",2016-09-16 15:21:03
"52804",2016-09-16 15:31:06
"52805",2016-09-16 15:31:06
"52806",2016-09-16 15:31:07
"52807",2016-09-16 15:31:07
"52808",2016-09-16 15:36:25
"52809",2016-09-16 15:46:27
"52810",2016-09-16 15:51:15
"52811",2016-09-16 15:51:15
"52812",2016-09-16 15:56:19
"52813",2016-09-16 16:01:12
"52814",2016-09-16 16:06:05
"52815",2016-09-16 16:06:06
"52816",2016-09-16 16:06:06
"52817",2016-09-16 16:06:06
"52818",2016-09-16 16:06:06
"52819",2016-09-16 16:16:37
"52820",2016-09-16 16:21:02
"52821",2016-09-16 16:21:03
"52822",2016-09-16 16:26:59
"52823",2016-09-16 16:51:07
"52824",2016-09-16 16:57:03
"52825",2016-09-16 17:01:01
"52826",2016-09-16 17:07:01
"52827",2016-09-16 17:07:01
"52828",2016-09-16 17:12:01
"52829",2016-09-16 17:12:01
"52830",2016-09-16 17:12:01
"52831",2016-09-16 17:17:01
"52832",2016-09-16 17:37:01
"52833",2016-09-16 17:37:02
"52834",2016-09-16 17:57:00
"52835",2016-09-16 18:02:01
"52836",2016-09-16 18:06:00
"52837",2016-09-16 18:07:02
"52838",2016-09-16 18:22:00
"52839",2016-09-16 18:41:00
"52840",2016-09-16 18:57:01
"52841",2016-09-16 19:07:01
"52842",2016-09-16 19:11:01
"52843",2016-09-16 19:22:01
"52844",2016-09-16 19:22:02
"52845",2016-09-16 19:27:00
"52846",2016-09-16 19:27:01
"52847",2016-09-16 19:42:01
"52848",2016-09-16 19:46:02
"52849",2016-09-16 19:52:02
"52850",2016-09-16 20:01:08
"52851",2016-09-16 20:11:11
"52852",2016-09-16 20:11:11
"52853",2016-09-16 20:21:06
"52854",2016-09-16 20:31:34
"52855",2016-09-16 20:36:28
"52856",2016-09-16 20:36:28
"52857",2016-09-16 20:36:29
"52858",2016-09-16 20:41:03
"52859",2016-09-16 20:56:19
"52860",2016-09-16 20:56:19
"52861",2016-09-16 21:01:31
"52862",2016-09-16 21:01:32
"52863",2016-09-16 21:01:33
"52864",2016-09-16 21:11:43
"52865",2016-09-16 21:26:46
"52866",2016-09-16 21:31:02
"52867",2016-09-16 21:32:09
"52868",2016-09-16 21:36:16
"52869",2016-09-16 21:41:29
"52870",2016-09-16 21:41:29
"52871",2016-09-16 21:46:19
"52872",2016-09-16 22:06:36
"52873",2016-09-16 22:21:04
"52874",2016-09-16 22:21:05
"52875",2016-09-16 22:21:05
"52876",2016-09-16 22:31:37
"52877",2016-09-16 22:41:05
"52878",2016-09-16 22:46:03
"52879",2016-09-16 22:46:03
"52880",2016-09-16 22:51:20
"52881",2016-09-16 22:56:20
"52882",2016-09-16 22:56:20
"52883",2016-09-16 23:01:37
"52884",2016-09-16 23:06:41
"52885",2016-09-16 23:26:00
"52886",2016-09-16 23:32:02
"52887",2016-09-16 23:32:02
"52888",2016-09-16 23:46:02
"52889",2016-09-16 23:47:00
"52890",2016-09-16 23:57:00
"52891",2016-09-16 23:57:01
"52892",2016-09-17 00:01:07
"52893",2016-09-17 00:17:01
"52894",2016-09-17 00:32:01
"52895",2016-09-17 00:57:01
"52896",2016-09-17 01:01:00
"52897",2016-09-17 01:07:00
"52898",2016-09-17 01:21:01
"52899",2016-09-17 01:32:01
"52900",2016-09-17 01:37:00
"52901",2016-09-17 01:57:00
"52902",2016-09-17 01:57:00
"52903",2016-09-17 02:02:01
"52904",2016-09-17 02:02:01
"52905",2016-09-17 02:07:00
"52906",2016-09-17 02:22:00
"52907",2016-09-17 02:27:01
"52908",2016-09-17 02:32:00
"52909",2016-09-17 02:57:00
"52910",2016-09-17 03:07:00
"52911",2016-09-17 03:11:01
"52912",2016-09-17 03:12:01
"52913",2016-09-17 03:22:01
"52914",2016-09-17 03:57:00
"52915",2016-09-17 04:07:01
"52916",2016-09-17 04:07:01
"52917",2016-09-17 04:17:00
"52918",2016-09-17 04:21:01
"52919",2016-09-17 04:27:00
"52920",2016-09-17 04:52:01
"52921",2016-09-17 05:12:01
"52922",2016-09-17 05:22:00
"52923",2016-09-17 05:32:01
"52924",2016-09-17 05:42:00
"52925",2016-09-17 05:47:01
"52926",2016-09-17 05:57:00
"52927",2016-09-17 06:02:00
"52928",2016-09-17 06:12:01
"52929",2016-09-17 06:37:01
"52930",2016-09-17 06:56:01
"52931",2016-09-17 07:02:02
"52932",2016-09-17 07:16:02
"52933",2016-09-17 07:16:02
"52934",2016-09-17 07:32:00
"52935",2016-09-17 08:02:01
"52936",2016-09-17 08:07:01
"52937",2016-09-17 08:21:00
"52938",2016-09-17 08:47:00
"52939",2016-09-17 09:07:00
"52940",2016-09-17 09:07:01
"52941",2016-09-17 09:07:01
"52942",2016-09-17 09:22:00
"52943",2016-09-17 09:22:01
"52944",2016-09-17 09:27:00
"52945",2016-09-17 09:37:01
"52946",2016-09-17 09:52:00
"52947",2016-09-17 09:57:00
"52948",2016-09-17 10:06:01
"52949",2016-09-17 10:07:00
"52950",2016-09-17 10:07:00
"52951",2016-09-17 10:16:01
"52952",2016-09-17 10:22:00
"52953",2016-09-17 10:32:01
"52954",2016-09-17 10:42:01
"52955",2016-09-17 10:46:00
"52956",2016-09-17 10:47:01
"52957",2016-09-17 10:47:02
"52958",2016-09-17 10:52:00
"52959",2016-09-17 11:02:02
"52960",2016-09-17 11:02:02
"52961",2016-09-17 11:42:00
"52962",2016-09-17 11:47:00
"52963",2016-09-17 11:51:00
"52964",2016-09-17 11:52:01
"52965",2016-09-17 11:57:00
"52966",2016-09-17 11:57:01
"52967",2016-09-17 12:07:01
"52968",2016-09-17 12:07:01
"52969",2016-09-17 12:11:01
"52970",2016-09-17 12:12:00
"52971",2016-09-17 12:17:01
"52972",2016-09-17 12:32:00
"52973",2016-09-17 12:56:01
"52974",2016-09-17 12:57:00
"52975",2016-09-17 13:07:00
"52976",2016-09-17 13:07:01
"52977",2016-09-17 13:17:01
"52978",2016-09-17 13:17:01
"52979",2016-09-17 13:17:01
"52980",2016-09-17 13:17:02
"52981",2016-09-17 13:27:00
"52982",2016-09-17 13:32:01
"52983",2016-09-17 13:32:01
"52984",2016-09-17 13:32:02
"52985",2016-09-17 13:37:00
"52986",2016-09-17 13:42:01
"52987",2016-09-17 13:42:02
"52988",2016-09-17 13:46:05
"52989",2016-09-17 13:52:00
"52990",2016-09-17 13:57:00
"52991",2016-09-17 13:57:00
"52992",2016-09-17 14:02:00
"52993",2016-09-17 14:02:00
"52994",2016-09-17 14:11:02
"52995",2016-09-17 14:11:02
"52996",2016-09-17 14:12:00
"52997",2016-09-17 14:17:02
"52998",2016-09-17 14:21:01
"52999",2016-09-17 14:37:02
"53000",2016-09-17 14:37:03
"53001",2016-09-17 14:37:03
"53002",2016-09-17 14:42:02
"53003",2016-09-17 14:47:00
"53004",2016-09-17 14:47:00
"53005",2016-09-17 14:52:03
"53006",2016-09-17 15:12:02
"53007",2016-09-17 15:16:02
"53008",2016-09-17 15:16:02
"53009",2016-09-17 15:37:01
"53010",2016-09-17 15:42:00
"53011",2016-09-17 15:47:01
"53012",2016-09-17 15:52:00
"53013",2016-09-17 15:57:01
"53014",2016-09-17 15:57:01
"53015",2016-09-17 16:02:02
"53016",2016-09-17 16:07:00
"53017",2016-09-17 16:17:02
"53018",2016-09-17 16:21:02
"53019",2016-09-17 16:22:02
"53020",2016-09-17 16:32:01
"53021",2016-09-17 16:52:01
"53022",2016-09-17 16:52:01
"53023",2016-09-17 16:57:01
"53024",2016-09-17 17:02:01
"53025",2016-09-17 17:02:02
"53026",2016-09-17 17:07:00
"53027",2016-09-17 17:16:00
"53028",2016-09-17 17:17:03
"53029",2016-09-17 17:31:02
"53030",2016-09-17 17:31:02
"53031",2016-09-17 17:31:03
"53032",2016-09-17 17:51:02
"53033",2016-09-17 18:12:01
"53034",2016-09-17 19:12:01
"53035",2016-09-17 19:21:01
"53036",2016-09-17 19:22:00
"53037",2016-09-17 19:22:00
"53038",2016-09-17 19:32:01
"53039",2016-09-17 19:37:01
"53040",2016-09-17 19:37:01
"53041",2016-09-17 19:46:00
"53042",2016-09-17 19:47:00
"53043",2016-09-17 19:52:01
"53044",2016-09-17 20:02:01
"53045",2016-09-17 20:02:01
"53046",2016-09-17 20:07:00
"53047",2016-09-17 20:22:01
"53048",2016-09-17 20:37:01
"53049",2016-09-17 20:37:01
"53050",2016-09-17 20:37:02
"53051",2016-09-17 20:42:01
"53052",2016-09-17 20:57:00
"53053",2016-09-17 20:57:01
"53054",2016-09-17 21:01:00
"53055",2016-09-17 21:02:00
"53056",2016-09-17 21:02:00
"53057",2016-09-17 21:21:02
"53058",2016-09-17 21:21:02
"53059",2016-09-17 21:32:01
"53060",2016-09-17 21:47:00
"53061",2016-09-17 21:57:00
"53062",2016-09-17 21:57:01
"53063",2016-09-17 22:07:01
"53064",2016-09-17 22:07:02
"53065",2016-09-17 22:12:01
"53066",2016-09-17 22:17:00
"53067",2016-09-17 22:22:00
"53068",2016-09-17 22:32:00
"53069",2016-09-17 22:37:00
"53070",2016-09-17 22:52:01
"53071",2016-09-17 23:07:01
"53072",2016-09-17 23:07:01
"53073",2016-09-17 23:12:00
"53074",2016-09-17 23:16:00
"53075",2016-09-17 23:17:00
"53076",2016-09-17 23:37:02
"53077",2016-09-17 23:37:03
"53078",2016-09-17 23:37:03
"53079",2016-09-17 23:42:01
"53080",2016-09-17 23:52:00
"53081",2016-09-18 00:02:01
"53082",2016-09-18 00:12:01
"53083",2016-09-18 00:42:01
"53084",2016-09-18 00:42:02
"53085",2016-09-18 00:42:02
"53086",2016-09-18 01:01:00
"53087",2016-09-18 01:01:01
"53088",2016-09-18 01:16:00
"53089",2016-09-18 01:17:00
"53090",2016-09-18 01:22:00
"53091",2016-09-18 01:37:00
"53092",2016-09-18 01:42:00
"53093",2016-09-18 01:47:01
"53094",2016-09-18 02:02:01
"53095",2016-09-18 02:07:01
"53096",2016-09-18 02:12:01
"53097",2016-09-18 02:37:00
"53098",2016-09-18 02:56:00
"53099",2016-09-18 03:17:00
"53100",2016-09-18 03:21:01
"53101",2016-09-18 03:22:01
"53102",2016-09-18 03:32:00
"53103",2016-09-18 03:42:01
"53104",2016-09-18 04:37:00
"53105",2016-09-18 05:01:01
"53106",2016-09-18 05:02:02
"53107",2016-09-18 05:07:01
"53108",2016-09-18 05:27:00
"53109",2016-09-18 05:27:01
"53110",2016-09-18 05:27:01
"53111",2016-09-18 05:57:01
"53112",2016-09-18 06:32:00
"53113",2016-09-18 06:37:00
"53114",2016-09-18 07:37:00
"53115",2016-09-18 07:37:01
"53116",2016-09-18 08:12:01
"53117",2016-09-18 08:17:00
"53118",2016-09-18 08:22:00
"53119",2016-09-18 08:31:00
"53120",2016-09-18 08:32:01
"53121",2016-09-18 08:52:00
"53122",2016-09-18 08:57:00
"53123",2016-09-18 09:02:01
"53124",2016-09-18 09:07:00
"53125",2016-09-18 09:07:00
"53126",2016-09-18 09:07:00
"53127",2016-09-18 09:07:00
"53128",2016-09-18 09:12:00
"53129",2016-09-18 09:31:00
"53130",2016-09-18 09:32:01
"53131",2016-09-18 09:37:01
"53132",2016-09-18 09:47:01
"53133",2016-09-18 09:57:01
"53134",2016-09-18 10:02:01
"53135",2016-09-18 10:07:01
"53136",2016-09-18 10:12:00
"53137",2016-09-18 10:12:00
"53138",2016-09-18 10:12:00
"53139",2016-09-18 10:17:01
"53140",2016-09-18 10:17:01
"53141",2016-09-18 10:22:01
"53142",2016-09-18 10:27:00
"53143",2016-09-18 10:42:00
"53144",2016-09-18 10:47:00
"53145",2016-09-18 10:52:01
"53146",2016-09-18 10:57:01
"53147",2016-09-18 11:12:01
"53148",2016-09-18 11:17:00
"53149",2016-09-18 11:17:00
"53150",2016-09-18 11:22:01
"53151",2016-09-18 11:22:01
"53152",2016-09-18 11:22:01
"53153",2016-09-18 11:27:00
"53154",2016-09-18 11:42:00
"53155",2016-09-18 11:56:00
"53156",2016-09-18 11:57:00
"53157",2016-09-18 12:07:01
"53158",2016-09-18 12:12:02
"53159",2016-09-18 12:12:02
"53160",2016-09-18 12:12:03
"53161",2016-09-18 12:22:01
"53162",2016-09-18 12:22:01
"53163",2016-09-18 12:27:01
"53164",2016-09-18 12:36:01
"53165",2016-09-18 12:42:01
"53166",2016-09-18 12:57:00
"53167",2016-09-18 13:01:00
"53168",2016-09-18 13:07:00
"53169",2016-09-18 13:22:01
"53170",2016-09-18 13:27:00
"53171",2016-09-18 13:36:00
"53172",2016-09-18 13:37:01
"53173",2016-09-18 13:47:00
"53174",2016-09-18 13:47:00
"53175",2016-09-18 13:47:00
"53176",2016-09-18 13:52:00
"53177",2016-09-18 13:52:00
"53178",2016-09-18 13:52:00
"53179",2016-09-18 14:02:01
"53180",2016-09-18 14:02:02
"53181",2016-09-18 14:27:00
"53182",2016-09-18 14:27:00
"53183",2016-09-18 14:27:00
"53184",2016-09-18 14:32:00
"53185",2016-09-18 14:42:01
"53186",2016-09-18 14:42:01
"53187",2016-09-18 14:52:00
"53188",2016-09-18 14:57:00
"53189",2016-09-18 14:57:01
"53190",2016-09-18 15:07:00
"53191",2016-09-18 15:12:00
"53192",2016-09-18 15:27:00
"53193",2016-09-18 15:27:01
"53194",2016-09-18 15:41:01
"53195",2016-09-18 15:42:00
"53196",2016-09-18 15:42:01
"53197",2016-09-18 15:52:00
"53198",2016-09-18 15:57:01
"53199",2016-09-18 15:57:01
"53200",2016-09-18 16:02:00
"53201",2016-09-18 16:17:01
"53202",2016-09-18 16:22:00
"53203",2016-09-18 16:32:00
"53204",2016-09-18 16:52:02
"53205",2016-09-18 16:52:02
"53206",2016-09-18 16:57:01
"53207",2016-09-18 17:01:00
"53208",2016-09-18 17:02:00
"53209",2016-09-18 17:22:01
"53210",2016-09-18 17:27:00
"53211",2016-09-18 17:52:01
"53212",2016-09-18 17:52:01
"53213",2016-09-18 17:57:01
"53214",2016-09-18 18:07:00
"53215",2016-09-18 18:07:00
"53216",2016-09-18 18:12:00
"53217",2016-09-18 18:17:01
"53218",2016-09-18 18:17:01
"53219",2016-09-18 18:32:01
"53220",2016-09-18 18:32:01
"53221",2016-09-18 18:36:03
"53222",2016-09-18 18:41:00
"53223",2016-09-18 18:42:02
"53224",2016-09-18 18:57:01
"53225",2016-09-18 19:07:01
"53226",2016-09-18 19:17:01
"53227",2016-09-18 19:17:02
"53228",2016-09-18 19:27:00
"53229",2016-09-18 19:32:01
"53230",2016-09-18 19:32:01
"53231",2016-09-18 19:36:00
"53232",2016-09-18 19:41:02
"53233",2016-09-18 19:42:00
"53234",2016-09-18 19:46:00
"53235",2016-09-18 19:46:00
"53236",2016-09-18 19:52:00
"53237",2016-09-18 19:56:02
"53238",2016-09-18 20:07:00
"53239",2016-09-18 20:42:00
"53240",2016-09-18 21:02:01
"53241",2016-09-18 21:17:00
"53242",2016-09-18 21:17:01
"53243",2016-09-18 21:22:01
"53244",2016-09-18 21:41:01
"53245",2016-09-18 22:01:06
"53246",2016-09-18 22:01:07
"53247",2016-09-18 22:06:05
"53248",2016-09-18 22:16:25
"53249",2016-09-18 22:16:25
"53250",2016-09-18 22:16:25
"53251",2016-09-18 22:27:06
"53252",2016-09-18 22:36:38
"53253",2016-09-18 22:41:05
"53254",2016-09-18 22:41:06
"53255",2016-09-18 23:21:04
"53256",2016-09-18 23:21:05
"53257",2016-09-18 23:26:06
"53258",2016-09-18 23:26:06
"53259",2016-09-18 23:36:09
"53260",2016-09-18 23:52:09
"53261",2016-09-18 23:56:01
"53262",2016-09-18 23:56:02
"53263",2016-09-19 00:27:00
"53264",2016-09-19 00:47:07
"53265",2016-09-19 01:02:01
"53266",2016-09-19 01:12:00
"53267",2016-09-19 01:46:03
"53268",2016-09-19 02:01:03
"53269",2016-09-19 03:22:00
"53270",2016-09-19 03:37:00
"53271",2016-09-19 04:02:01
"53272",2016-09-19 04:11:02
"53273",2016-09-19 04:17:03
"53274",2016-09-19 04:27:00
"53275",2016-09-19 05:12:00
"53276",2016-09-19 05:32:00
"53277",2016-09-19 05:57:01
"53278",2016-09-19 05:57:01
"53279",2016-09-19 06:27:01
"53280",2016-09-19 06:42:00
"53281",2016-09-19 06:42:00
"53282",2016-09-19 06:42:01
"53283",2016-09-19 06:42:01
"53284",2016-09-19 06:51:10
"53285",2016-09-19 06:57:00
"53286",2016-09-19 07:01:09
"53287",2016-09-19 07:01:10
"53288",2016-09-19 07:11:11
"53289",2016-09-19 07:26:20
"53290",2016-09-19 07:32:50
"53291",2016-09-19 07:37:00
"53292",2016-09-19 07:57:00
"53293",2016-09-19 07:57:01
"53294",2016-09-19 08:07:01
"53295",2016-09-19 08:07:02
"53296",2016-09-19 08:07:02
"53297",2016-09-19 08:12:03
"53298",2016-09-19 08:27:03
"53299",2016-09-19 08:32:03
"53300",2016-09-19 08:37:00
"53301",2016-09-19 08:52:00
"53302",2016-09-19 08:52:01
"53303",2016-09-19 09:07:01
"53304",2016-09-19 09:07:01
"53305",2016-09-19 09:16:01
"53306",2016-09-19 09:17:01
"53307",2016-09-19 09:22:01
"53308",2016-09-19 09:22:02
"53309",2016-09-19 09:22:02
"53310",2016-09-19 09:26:03
"53311",2016-09-19 09:26:03
"53312",2016-09-19 09:32:03
"53313",2016-09-19 09:42:01
"53314",2016-09-19 10:22:00
"53315",2016-09-19 10:22:00
"53316",2016-09-19 10:22:01
"53317",2016-09-19 10:22:01
"53318",2016-09-19 10:27:01
"53319",2016-09-19 10:31:01
"53320",2016-09-19 10:32:02
"53321",2016-09-19 10:32:02
"53322",2016-09-19 10:36:02
"53323",2016-09-19 10:37:01
"53324",2016-09-19 10:42:01
"53325",2016-09-19 10:47:01
"53326",2016-09-19 10:52:02
"53327",2016-09-19 10:52:02
"53328",2016-09-19 11:02:01
"53329",2016-09-19 11:02:01
"53330",2016-09-19 11:06:01
"53331",2016-09-19 11:06:02
"53332",2016-09-19 11:07:01
"53333",2016-09-19 11:11:02
"53334",2016-09-19 11:22:01
"53335",2016-09-19 11:27:01
"53336",2016-09-19 11:27:01
"53337",2016-09-19 11:32:01
"53338",2016-09-19 11:37:00
"53339",2016-09-19 11:47:01
"53340",2016-09-19 11:47:02
"53341",2016-09-19 11:51:01
"53342",2016-09-19 11:52:01
"53343",2016-09-19 11:52:01
"53344",2016-09-19 11:52:02
"53345",2016-09-19 12:02:01
"53346",2016-09-19 12:07:00
"53347",2016-09-19 12:12:03
"53348",2016-09-19 12:17:01
"53349",2016-09-19 12:32:00
"53350",2016-09-19 12:32:00
"53351",2016-09-19 12:42:00
"53352",2016-09-19 12:52:03
"53353",2016-09-19 13:02:02
"53354",2016-09-19 13:12:00
"53355",2016-09-19 13:22:00
"53356",2016-09-19 13:22:00
"53357",2016-09-19 13:27:01
"53358",2016-09-19 13:32:02
"53359",2016-09-19 13:41:01
"53360",2016-09-19 13:57:02
"53361",2016-09-19 13:57:02
"53362",2016-09-19 13:57:02
"53363",2016-09-19 14:17:01
"53364",2016-09-19 14:22:01
"53365",2016-09-19 14:22:01
"53366",2016-09-19 14:46:02
"53367",2016-09-19 14:46:02
"53368",2016-09-19 14:52:01
"53369",2016-09-19 14:57:01
"53370",2016-09-19 14:57:01
"53371",2016-09-19 15:07:00
"53372",2016-09-19 15:16:02
"53373",2016-09-19 15:16:03
"53374",2016-09-19 15:27:04
"53375",2016-09-19 15:31:02
"53376",2016-09-19 15:37:01
"53377",2016-09-19 15:41:02
"53378",2016-09-19 15:47:02
"53379",2016-09-19 15:47:02
"53380",2016-09-19 15:57:00
"53381",2016-09-19 15:57:01
"53382",2016-09-19 16:06:02
"53383",2016-09-19 16:07:01
"53384",2016-09-19 16:11:01
"53385",2016-09-19 16:12:03
"53386",2016-09-19 16:27:02
"53387",2016-09-19 16:31:00
"53388",2016-09-19 16:32:01
"53389",2016-09-19 16:42:00
"53390",2016-09-19 16:42:01
"53391",2016-09-19 16:47:00
"53392",2016-09-19 17:12:00
"53393",2016-09-19 17:17:00
"53394",2016-09-19 17:22:00
"53395",2016-09-19 17:51:03
"53396",2016-09-19 18:07:01
"53397",2016-09-19 18:12:01
"53398",2016-09-19 18:26:01
"53399",2016-09-19 18:27:00
"53400",2016-09-19 18:32:00
"53401",2016-09-19 18:37:01
"53402",2016-09-19 18:42:01
"53403",2016-09-19 18:52:01
"53404",2016-09-19 18:52:02
"53405",2016-09-19 18:52:02
"53406",2016-09-19 19:07:00
"53407",2016-09-19 19:07:01
"53408",2016-09-19 19:12:00
"53409",2016-09-19 19:17:00
"53410",2016-09-19 19:22:01
"53411",2016-09-19 19:32:01
"53412",2016-09-19 19:37:00
"53413",2016-09-19 19:47:01
"53414",2016-09-19 19:52:00
"53415",2016-09-19 19:52:01
"53416",2016-09-19 20:02:01
"53417",2016-09-19 20:02:02
"53418",2016-09-19 20:27:01
"53419",2016-09-19 20:31:00
"53420",2016-09-19 20:32:01
"53421",2016-09-19 20:32:02
"53422",2016-09-19 20:47:00
"53423",2016-09-19 20:56:01
"53424",2016-09-19 21:02:02
"53425",2016-09-19 21:07:01
"53426",2016-09-19 21:32:01
"53427",2016-09-19 21:32:01
"53428",2016-09-19 21:37:00
"53429",2016-09-19 21:37:00
"53430",2016-09-19 21:41:00
"53431",2016-09-19 21:52:01
"53432",2016-09-19 22:02:02
"53433",2016-09-19 22:02:02
"53434",2016-09-19 22:02:03
"53435",2016-09-19 22:17:02
"53436",2016-09-19 22:32:01
"53437",2016-09-19 22:52:01
"53438",2016-09-19 22:56:00
"53439",2016-09-19 22:56:01
"53440",2016-09-19 23:17:00
"53441",2016-09-19 23:22:00
"53442",2016-09-19 23:22:01
"53443",2016-09-19 23:22:02
"53444",2016-09-19 23:27:01
"53445",2016-09-19 23:52:00
"53446",2016-09-20 00:07:00
"53447",2016-09-20 00:42:00
"53448",2016-09-20 02:07:01
"53449",2016-09-20 02:07:01
"53450",2016-09-20 02:17:00
"53451",2016-09-20 02:22:01
"53452",2016-09-20 02:32:01
"53453",2016-09-20 02:37:00
"53454",2016-09-20 02:41:00
"53455",2016-09-20 03:02:00
"53456",2016-09-20 03:27:00
"53457",2016-09-20 03:37:01
"53458",2016-09-20 03:57:00
"53459",2016-09-20 04:27:01
"53460",2016-09-20 04:32:01
"53461",2016-09-20 04:36:01
"53462",2016-09-20 05:12:02
"53463",2016-09-20 05:27:01
"53464",2016-09-20 06:06:01
"53465",2016-09-20 06:12:00
"53466",2016-09-20 06:17:01
"53467",2016-09-20 06:37:02
"53468",2016-09-20 06:46:01
"53469",2016-09-20 06:52:00
"53470",2016-09-20 06:57:00
"53471",2016-09-20 07:02:01
"53472",2016-09-20 07:37:01
"53473",2016-09-20 07:42:02
"53474",2016-09-20 07:47:01
"53475",2016-09-20 07:47:02
"53476",2016-09-20 07:47:02
"53477",2016-09-20 07:52:00
"53478",2016-09-20 07:57:02
"53479",2016-09-20 08:12:02
"53480",2016-09-20 08:37:00
"53481",2016-09-20 08:42:01
"53482",2016-09-20 08:57:01
"53483",2016-09-20 09:01:01
"53484",2016-09-20 09:02:02
"53485",2016-09-20 09:07:00
"53486",2016-09-20 09:07:00
"53487",2016-09-20 09:22:00
"53488",2016-09-20 09:27:01
"53489",2016-09-20 09:32:01
"53490",2016-09-20 09:32:02
"53491",2016-09-20 09:32:02
"53492",2016-09-20 09:37:01
"53493",2016-09-20 09:42:02
"53494",2016-09-20 09:52:01
"53495",2016-09-20 09:52:02
"53496",2016-09-20 10:02:02
"53497",2016-09-20 10:12:02
"53498",2016-09-20 10:12:03
"53499",2016-09-20 10:16:01
"53500",2016-09-20 10:17:00
"53501",2016-09-20 10:31:00
"53502",2016-09-20 10:36:01
"53503",2016-09-20 10:42:01
"53504",2016-09-20 10:46:42
"53505",2016-09-20 10:46:43
"53506",2016-09-20 10:52:01
"53507",2016-09-20 10:52:02
"53508",2016-09-20 10:52:02
"53509",2016-09-20 10:57:02
"53510",2016-09-20 11:02:00
"53511",2016-09-20 11:02:01
"53512",2016-09-20 11:02:02
"53513",2016-09-20 11:16:09
"53514",2016-09-20 11:22:07
"53515",2016-09-20 11:32:02
"53516",2016-09-20 11:37:02
"53517",2016-09-20 11:37:02
"53518",2016-09-20 11:51:01
"53519",2016-09-20 11:52:02
"53520",2016-09-20 12:02:01
"53521",2016-09-20 12:07:01
"53522",2016-09-20 12:11:00
"53523",2016-09-20 12:12:01
"53524",2016-09-20 12:12:02
"53525",2016-09-20 12:12:02
"53526",2016-09-20 12:17:02
"53527",2016-09-20 12:27:00
"53528",2016-09-20 12:42:00
"53529",2016-09-20 12:42:00
"53530",2016-09-20 12:46:39
"53531",2016-09-20 12:51:21
"53532",2016-09-20 13:11:03
"53533",2016-09-20 13:11:03
"53534",2016-09-20 13:17:00
"53535",2016-09-20 13:22:01
"53536",2016-09-20 13:32:00
"53537",2016-09-20 13:37:00
"53538",2016-09-20 13:42:01
"53539",2016-09-20 13:42:01
"53540",2016-09-20 13:51:03
"53541",2016-09-20 14:01:01
"53542",2016-09-20 14:02:01
"53543",2016-09-20 14:02:01
"53544",2016-09-20 14:12:00
"53545",2016-09-20 14:17:01
"53546",2016-09-20 14:17:01
"53547",2016-09-20 14:17:01
"53548",2016-09-20 14:21:00
"53549",2016-09-20 14:27:01
"53550",2016-09-20 14:27:01
"53551",2016-09-20 14:27:01
"53552",2016-09-20 14:27:01
"53553",2016-09-20 14:32:00
"53554",2016-09-20 14:32:00
"53555",2016-09-20 14:57:00
"53556",2016-09-20 15:02:01
"53557",2016-09-20 15:37:00
"53558",2016-09-20 15:42:01
"53559",2016-09-20 15:47:00
"53560",2016-09-20 15:57:00
"53561",2016-09-20 16:02:01
"53562",2016-09-20 16:07:01
"53563",2016-09-20 16:07:01
"53564",2016-09-20 16:11:00
"53565",2016-09-20 16:12:02
"53566",2016-09-20 16:12:02
"53567",2016-09-20 16:17:00
"53568",2016-09-20 16:17:00
"53569",2016-09-20 16:17:00
"53570",2016-09-20 16:22:00
"53571",2016-09-20 16:26:01
"53572",2016-09-20 16:32:01
"53573",2016-09-20 16:37:02
"53574",2016-09-20 17:02:00
"53575",2016-09-20 17:12:01
"53576",2016-09-20 17:16:00
"53577",2016-09-20 17:17:01
"53578",2016-09-20 17:21:00
"53579",2016-09-20 17:32:00
"53580",2016-09-20 17:32:00
"53581",2016-09-20 17:36:00
"53582",2016-09-20 17:36:00
"53583",2016-09-20 17:41:00
"53584",2016-09-20 17:47:01
"53585",2016-09-20 17:51:01
"53586",2016-09-20 17:51:02
"53587",2016-09-20 17:51:02
"53588",2016-09-20 17:57:01
"53589",2016-09-20 17:57:01
"53590",2016-09-20 18:02:00
"53591",2016-09-20 18:07:00
"53592",2016-09-20 18:17:00
"53593",2016-09-20 18:22:00
"53594",2016-09-20 18:27:01
"53595",2016-09-20 18:32:01
"53596",2016-09-20 18:42:01
"53597",2016-09-20 18:47:00
"53598",2016-09-20 18:47:01
"53599",2016-09-20 18:52:01
"53600",2016-09-20 18:56:00
"53601",2016-09-20 19:02:01
"53602",2016-09-20 19:07:00
"53603",2016-09-20 19:17:01
"53604",2016-09-20 19:21:00
"53605",2016-09-20 19:27:00
"53606",2016-09-20 19:27:02
"53607",2016-09-20 19:27:03
"53608",2016-09-20 19:41:00
"53609",2016-09-20 19:47:00
"53610",2016-09-20 19:52:01
"53611",2016-09-20 20:02:00
"53612",2016-09-20 20:07:01
